City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,mejit,10.2753,170.8646,27.74,81,98,6.99,MH,1693253663
355,corner brook,48.9667,-57.9484,16.58,87,71,5.18,CA,1693253379
356,acheng,45.5454,126.977,16.25,91,100,3.95,CN,1693253664
357,lejanias,3.5251,-74.0216,28.11,65,13,2.01,CO,1693253665
358,bulawayo,-20.15,28.5833,12.11,40,72,6.4,ZW,1693253665
359,wynyard,-41.0,145.7167,11.09,96,94,1.41,AU,1693253423
360,pingliang,35.5392,106.6861,14.57,87,6,1.01,CN,1693253666
361,hojai,26.0,92.8667,23.45,97,73,1.86,IN,1693253666
362,riviere-du-loup,47.8304,-69.5342,21.15,46,36,2.57,CA,1693253475
363,kidal,18.4411,1.4078,32.7,42,75,7.27,ML,1693253667
364,klyuchi,52.2667,79.1667,16.88,64,100,5.62,RU,1693253668
365,khalilabad,26.775,83.0736,26.15,80,93,2.95,IN,1693253668
366,belyy yar,53.6039,91.3903,17.94,94,87,0.0,RU,1693253669
367,novodvinsk,64.4165,40.8122,6.43,94,15,2.08,RU,1693253669
368,turpan,42.9333,89.1667,32.03,22,100,2.32,CN,1693253670
369,el calafate,-50.3408,-72.2768,4.57,76,39,1.16,AR,1693253670
370,umea,63.8284,20.2597,13.96,94,100,2.06,SE,1693253671
371,xilin hot,43.9667,116.0333,10.13,83,73,1.24,CN,1693253671
372,kimbe,-5.5502,150.1429,24.4,90,91,2.84,PG,1693253672
373,adigrat,14.277,39.462,16.88,74,100,0.53,ET,1693253672
374,tres palos,18.1833,-101.6167,30.01,70,66,1.7,MX,1693253673
